Country Name,Country Code,Region,IncomeGroup,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018
France,FRA,Europe & Central Asia,High income,46.32899857,46.42900085,46.77000046,47.20000076,47.37799835,47.73099899,48.15499878,47.77799988,48.11399841,48.51300049,48.60499954,48.34600067,48.56800079,49.80899811,49.69400024,50.11700058,50.15800095,50.50500107,50.68500137,50.96900177,50.92300034,50.77299881,50.93299866,51.08100128,50.83300018,50.72900009,50.67599869,50.43799973,50.3390007
Faroe Islands,FRO,Europe & Central Asia,High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Sub-Saharan Africa,Upper middle income,34.42300034,34.19800186,34.02600098,33.94100189,33.92300034,33.97399902,34.06000137,34.20800018,34.40599823,34.63299942,34.91999817,35.24000168,35.61999893,36.05099869,36.50299835,36.96300125,37.54199982,38.13199997,38.71099854,39.29700089,39.88899994,40.4070015,40.95500183,41.52500153,42.11100006,42.71900177,42.86399841,43.04899979,43.39300156
United Kingdom,GBR,Europe & Central Asia,High income,51.99499893,51.79600143,51.81399918,51.84600067,51.8370018,51.8030014,52.19800186,52.62900162,52.69599915,53.2159996,53.55400085,53.375,53.94800186,53.90599823,54.30799866,54.7140007,55.12799835,54.94499969,55.26800156,55.48699951,55.45299911,55.52000046,55.77999878,56.14599991,56.42699814,56.55199814,56.77299881,57.04199982,57.09500122
Georgia,GEO,Europe & Central Asia,Upper middle income,58.14400101,58.76100159,59.47299957,60.29600143,61.24000168,60.72600174,59.45999908,58.37900162,58.01599884,57.69499969,54.625,57.57899857,55.2140007,56.73899841,55.66999817,55.16699982,54.84799957,54.58599854,54.3730011,54.19900131,56.02399826,56.42599869,57.46900177,56.95500183,57.41600037,58.875,57.73699951,57.73099899,57.83599854
Ghana,GHA,Sub-Saharan Africa,Lower middle income,71.57499695,71.66100311,71.77100372,71.89800262,72.03399658,72.1760025,72.27999878,72.38400269,72.48999786,72.60299683,72.72699738,72.02700043,71.33599854,70.66200256,70.01200104,69.38600159,68.78099823,68.23899841,67.69200134,67.12999725,66.54699707,65.97799683,65.3690033,64.72799683,64.06400299,63.38199997,63.54800034,63.73400116,63.62900162
Gibraltar,GIB,Europe & Central Asia,High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Sub-Saharan Africa,Low income,63.2859993,63.11899948,62.98400116,62.87599945,62.81499863,62.83399963,62.72200012,62.6609993,62.65200043,62.68700027,62.74900055,62.7179985,62.72900009,62.76599884,62.83000183,62.91400146,62.9280014,62.98199844,63.05400085,63.13600159,63.24399948,63.31700134,63.41999817,63.53900146,63.66400146,63.78900146,63.88999939,64.00099945,64.06099701
"Gambia, The",GMB,Sub-Saharan Africa,Low income,45.29800034,45.1570015,45.04999924,45.0019989,45.25899887,45.51100159,45.72900009,45.94900131,46.18199921,46.43500137,46.71300125,47.0719986,47.43600082,47.8030014,48.16799927,48.53099823,48.89699936,49.25400162,49.60100174,49.93600082,50.25799942,50.57099915,50.86399841,50.97499847,51.11899948,51.30599976,51.42599869,51.60400009,51.72800064
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,64.58499908,64.52600098,64.48300171,64.47599792,64.52400208,64.6309967,64.51000214,64.4509964,64.38999939,64.39900208,64.43000031,64.5530014,64.69300079,64.84899902,65.01799774,65.19499969,65.33799744,65.5,65.6760025,65.86299896,66.05899811,66.2009964,66.35900116,66.53600311,66.71299744,66.89099884,67.01899719,67.15899658,67.31400299
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,49.12799835,49.12200165,49.05400085,48.98199844,48.99100113,49.10100174,49.17499924,49.37200165,49.64799881,49.97800064,50.35200119,50.53300095,50.85400009,51.25699997,51.68899918,52.11700058,52.38199997,52.73799896,53.15299988,53.61100006,54.09199905,54.16500092,54.35100174,54.62400055,54.96300125,55.35499954,55.16699982,55.11999893,55.15200043
Greece,GRC,Europe & Central Asia,High income,36.05799866,34.11399841,35.39699936,35.45700073,36.19599915,36.93899918,38.23300171,38.29999924,39.88800049,40.89300156,40.84999847,39.88800049,40.61100006,41.26599884,42.64300156,42.71099854,43.11399841,43.09700012,43.13800049,44.1780014,44.74900055,44.56999969,44.87599945,44.72100067,44.85100174,45.47600174,45.70199966,45.44800186,45.27799988
Grenada,GRD,Latin America & Caribbean,Upper middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Europe & Central Asia,High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Latin America & Caribbean,Upper middle income,38.36899948,38.52600098,38.79199982,38.96500015,39.1969986,39.59400177,39.69100189,40.02199936,40.4679985,40.77999878,41.03900146,41.18799973,41.48400116,41.61999893,41.87099838,41.66600037,41.47100067,41.26300049,41.02399826,40.76699829,40.52600098,40.29700089,46.09899902,40.64500046,40.83399963,39.07799911,40.81700134,41.0870018,41.06900024
Guam,GUM,East Asia & Pacific,High income,58.56000137,58.56800079,58.57899857,58.5870018,58.5359993,58.44800186,58.32600021,58.19400024,57.98500061,57.8219986,57.59799957,57.31100082,56.99300003,56.68299866,56.375,56.07500076,55.7820015,55.48300171,55.22600174,55.00799942,54.72299957,54.4679985,54.27700043,54.02000046,53.75400162,53.49499893,53.25400162,52.98799896,52.74599838
Guyana,GUY,Latin America & Caribbean,Upper middle income,36.99000168,37.71500015,38.54299927,39.34999847,38.77299881,38.17699814,37.59600067,37.0379982,36.50400162,35.98899841,35.47499847,34.91199875,34.31399918,33.98199844,34.20199966,34.04499817,34.79199982,35.75699997,36.20600128,36.7140007,37.1590004,37.97999954,38.76800156,39.49200058,40.06200027,40.49399948,40.82500076,41.0019989,41.16699982
High income,HIC,,,48.8367888,49.14723548,49.20452584,49.11552446,49.49011906,49.57482953,49.82026267,50.1404859,50.18311277,50.46362679,50.67236944,50.65424208,50.79613624,50.99925467,51.09959638,51.42704295,51.67630419,51.83821026,52.11748218,52.13758936,52.0412903,51.98314915,52.13862476,52.22576651,52.35250181,52.40244642,52.67950057,52.96494516,52.85698121
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,47.36299896,48.20700073,46.9679985,46.32799911,46.70199966,47.36500168,47.52299881,47.72499847,48.29800034,48.93299866,49.5870018,50.30099869,51.5870018,51.35699844,51.57799911,51.73899841,52.02899933,52.5,52.48799896,52.63700104,51.39300156,52.38299942,52.97900009,53.96099854,54.0340004,54.23899841,54.21300125,54.27000046,54.05899811
Honduras,HND,Latin America & Caribbean,Lower middle income,44.03900146,44.22200012,44.71500015,45.3030014,44.95800018,45.32899857,45.63999939,46.17100143,46.46900177,46.15000153,44.84999847,43.59000015,43.4129982,43.25999832,43.1269989,43.00799942,40.18299866,39.45899963,41.37799835,42.86399841,44.51699829,41.61199951,40.49300003,44.13600159,46.87400055,47.19599915,46.58100128,47.13499832,47.22399902
Heavily indebted poor countries (HIPC),HPC,,,64.25103594,64.20307847,64.14993028,64.13482558,64.12796523,64.27654188,64.39709117,64.46468788,64.55224483,64.63647173,64.70749648,64.73315556,64.82553592,64.92229596,65.0153159,65.0869866,64.87056689,64.57328511,64.27528133,63.95155804,63.62156356,63.29281799,62.9533546,62.90418699,62.90099517,62.84876386,63.08397648,63.18244262,63.18457716
Croatia,HRV,Europe & Central Asia,High income,47.33200073,47.01200104,46.75899887,46.4980011,46.21900177,45.92200089,45.74900055,45.60599899,45.49100113,45.39699936,45.31700134,45.19100189,44.67399979,44.62099838,45.93500137,46.20399857,46.15000153,45.36000061,45.90399933,46.83599854,46.19300079,44.62599945,44.55599976,44.61199951,46.50600052,46.99000168,45.55699921,45.80899811,45.72499847
Haiti,HTI,Latin America & Caribbean,Low income,57.43899918,57.58599854,57.70999908,57.80599976,57.86700058,57.88899994,57.85300064,57.77799988,57.68999863,57.6269989,57.61100006,57.84199905,58.125,58.45199966,58.81000137,59.18799973,59.51200104,59.93000031,60.10699844,60.52999878,60.11399841,60.77999878,61.22399902,61.81000137,62.24499893,62.5,62.75400162,62.96300125,63.25099945
Hungary,HUN,Europe & Central Asia,High income,47.09400177,46.89799881,46.76699829,44.75400162,42.78499985,40.61299896,39.65000153,38.66699982,39.9659996,40.86800003,41.11000061,40.86399841,41.12599945,42.11700058,41.98799896,42.91799927,43.19800186,42.88100052,42.68199921,42.79199982,43.77600098,43.90299988,44.80199814,44.90800095,46.2820015,47.25099945,47.96300125,48.26599884,48.28300095
IBRD only,IBD,,,51.73196623,51.74478192,51.78286067,51.60831781,51.60413747,51.49862054,51.26272165,51.12756568,50.99516723,51.02607397,50.85068691,50.55070896,50.26462496,49.99563461,49.82295493,49.67882548,49.11637067,48.78777269,48.2332265,47.82335257,47.21191649,46.74680729,46.3901966,46.25045844,46.05348405,45.94591728,45.83819009,45.74144946,45.41767979
IDA & IBRD total,IBT,,,51.39424722,51.39841953,51.4259644,51.28994732,51.3004178,51.18467423,51.01460772,50.93085351,50.8318523,50.87387742,50.7382192,50.48183145,50.23365982,50.01639034,49.87610326,49.75888119,49.29058294,49.01498046,48.56745628,48.25099464,47.78385275,47.42560691,47.15627925,47.08084226,46.96296651,46.94943215,46.89567316,46.92095072,46.70395419
IDA total,IDA,,,49.73610908,49.71319305,49.70529645,49.76912747,49.86375492,49.71539307,49.86163535,50.02483662,50.08700164,50.18637293,50.23486857,50.17622909,50.09741769,50.10695448,50.10590662,50.1015059,50.02807166,49.96549417,49.94826816,49.99495127,50.08446305,50.12102669,50.15847521,50.29097905,50.43011961,50.72098667,50.81337401,51.22745878,51.32936842
IDA blend,IDB,,,39.39010442,39.38193818,39.45530154,39.6356407,39.87297135,39.15202416,39.53662875,39.97108438,40.03225999,40.07069382,40.17294524,39.91444351,39.73562193,39.84528148,39.98450823,39.97580484,40.17862843,40.3097408,40.43532598,40.81021961,41.17947973,41.49787101,41.73767627,42.00738721,42.20401444,42.6970509,42.69856813,42.73981759,42.86656394
Indonesia,IDN,East Asia & Pacific,Lower middle income,44.47900009,46.47100067,48.46699905,48.66400146,48.86600113,49.07300186,49.26699829,49.46699905,50.30599976,51.14599991,51.05500031,49.24399948,47.15800095,47.0929985,46.56499863,45.50699997,45.48600006,49.47999954,50.23300171,50.36199951,51.12200165,51.04600143,51.60200119,50.87599945,50.76599884,50.76300049,50.92200089,52.17100143,52.24300003
IDA only,IDX,,,54.99392954,54.95622404,54.90179721,54.90275711,54.92138748,55.05958944,55.09069845,55.12136618,55.18849569,55.32274301,55.35089719,55.40029949,55.38115681,55.34910529,55.28400486,55.28613781,55.07474975,54.9120706,54.81873202,54.69521636,54.64496231,54.53629607,54.46865587,54.53056099,54.63822742,54.82071471,54.95113762,55.54451875,55.62211171
Isle of Man,IMN,Europe & Central Asia,High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,South Asia,Lower middle income,30.38199997,30.42200089,30.50399971,30.63400078,30.8239994,30.75499916,30.6760006,30.59799957,30.52199936,30.4489994,30.38100052,30.72299957,31.07299995,31.43000031,31.79500008,32.16899872,30.80800056,29.49699974,28.23200035,27.01000023,25.82900047,24.38899994,23.01799965,23.18600082,23.35000038,23.50099945,23.65699959,23.79599953,23.60499954
Ireland,IRL,Europe & Central Asia,High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Iran, Islamic Rep.",IRN,Middle East & North Africa,Upper middle income,38.40200043,38.98099899,38.91400146,40.55599976,41.57899857,42.12200165,43.61600113,44.72000122,47.01800156,49.0359993,50.11199951,50.26300049,51.29000092,51.73300171,51.93099976,54.49700165,55.29600143,56.7820015,56.63499832,56.09700012,55.52799988,55.17900085,54.95299911,55.43099976,54.99700165,54.75899887,55.35800171,55.35599899,55.10100174
Iraq,IRQ,Middle East & North Africa,Upper middle income,9.923000336,9.852000237,9.979999542,10.1239996,10.28499985,10.4630003,10.65999985,11.39500046,12.17599964,13.01099968,13.9090004,14.85099983,15.86400032,16.95700073,18.13599968,19.40999985,18.49200058,17.66900063,15.48600006,16.36400032,15.9460001,15.32600021,14.74400043,14.19699955,13.68000031,15.15299988,17.07900047,16.9640007,16.77499962
Iceland,ISL,Europe & Central Asia,High income,8.095000267,8.163000107,8.227000237,8.307999611,8.388999939,8.465999603,8.56000042,8.644000053,8.970999718,9.31099987,9.661000252,10.02000046,10.38599968,10.75699997,11.13599968,11.52499962,11.93099976,12.35400009,12.25300026,12.15600014,12.06299973,11.98799992,11.9289999,11.9829998,12.1079998,12.17599964,12.13500023,12.25,12.35000038
Israel,ISR,Middle East & North Africa,High income,67.68299866,67.4260025,68.73200226,68.99199677,69.3769989,71.28199768,69.55599976,68.55899811,70.1289978,72.20899963,73.73600006,72.61699677,71.96800232,71.79599762,71.44000244,70.87599945,71.50700378,71.54100037,70.91300201,70.26499939,70.63400269,70.21499634,70.83899689,71.48000336,72.14700317,73.09799957,73.17299652,72.31099701,72.06300354
Italy,ITA,Europe & Central Asia,High income,46.26699829,46.72499847,47.99499893,49.02099991,50.50500107,51.2879982,51.11899948,51.01300049,51.11100006,52.29800034,53.24100113,53.48300171,53.0870018,54.00999832,54.49399948,55.04600143,55.43099976,55.89899826,55.95199966,56.83200073,57.02899933,56.79499817,57.96699905,58.13199997,59.02799988,58.98600006,59.37200165,59.20800018,59.20299911
Jamaica,JAM,Latin America & Caribbean,Upper middle income,35.30199814,35.70199966,34.07899857,33.61299896,33.55500031,33.5719986,33.95999908,34.12099838,34.56200027,35.22800064,35.44499969,36.01900101,36.55500031,37.02000046,38.25799942,37.86299896,37.97399902,37.74700165,38.39199829,37.89500046,37.7840004,37.93500137,39.16199875,39.03099823,39.39899826,39.00400162,39.63600159,40.10200119,40.0019989
Jordan,JOR,Middle East & North Africa,Upper middle income,59.52899933,60.26399994,61.03300095,61.7879982,62.4980011,61.52600098,60.35900116,58.96300125,57.32500076,57.07799911,56.79800034,56.64599991,56.48400116,56.31200027,56.3030014,56.47299957,56.4980011,56.52600098,56.56000137,56.60100174,56.64799881,56.70500183,56.75500107,57.90200043,58.05899811,58.24900055,59.70899963,60.16600037,60.42200089
Japan,JPN,East Asia & Pacific,High income,10.36600018,10.72299957,11.11800003,11.48400021,11.86100006,12.25300026,12.33300018,12.41699982,12.50399971,12.59899998,12.70699978,12.29800034,12.90299988,11.90200043,12.05099964,12.20100021,12.54300022,15.15699959,14.75300026,15.50399971,15.28899956,15.22599983,14.83300018,13.86400032,13.89799976,13.96000004,14.00800037,14.06599998,14.11499977
Kazakhstan,KAZ,Europe & Central Asia,Upper middle income,50.11299896,50.69599915,50.80199814,50.41500092,50.26499939,50.03099823,50.08599854,50.44599915,50.21500015,49.63700104,49.25500107,49.20899963,48.60599899,48.49599838,48.30099869,48.3730011,48.44300079,48.5530014,48.60400009,48.80799866,48.72000122,48.35300064,48.2859993,49.02500153,49.46900177,49.85300064,50.5909996,51.41199875,51.38700104
Kenya,KEN,Sub-Saharan Africa,Lower middle income,65.27600098,65.22799683,65.14499664,65.14499664,65.28199768,65.40000153,65.41400146,65.45200348,65.60700226,65.66200256,65.55699921,65.28600311,65.09799957,64.6760025,63.94200134,64.35700226,64.72699738,65.15499878,65.63500214,65.12400055,65.35900116,65.35600281,65.41200256,65.48799896,65.56700134,65.41000366,65.41000366,65.33499908,65.14499664
Kyrgyz Republic,KGZ,Europe & Central Asia,Lower middle income,68.52400208,68.66100311,68.84799957,69.06999969,69.30200195,69.53099823,69.65100098,69.74299622,69.83599854,69.95999908,68.5,66.93900299,65.30000305,63.60200119,61.87099838,60.12900162,60.44300079,60.76900101,61.0890007,61.39500046,61.68199921,61.97700119,62.26100159,62.53699875,62.8030014,63.06499863,63.33499908,63.59000015,63.5890007
Cambodia,KHM,East Asia & Pacific,Lower middle income,50.14699936,50.84500122,52.06800079,53.46500015,55.41500092,56.10599899,55.77399826,55.26900101,55.35800171,55.34000015,55.18799973,55.04899979,55.26399994,54.34999847,53.55199814,54.05799866,54.41500092,53.80199814,53.19100189,52.57799911,52.1570015,52.6230011,51.55799866,49.18700027,50.32099915,49.83399963,48.35599899,48.25299835,48.02500153
Kiribati,KIR,East Asia & Pacific,Lower middle income,77.05200195,77.08699799,77.17500305,77.31700134,77.29000092,77.19499969,77.07099915,77.41699982,77.66000366,77.9240036,76.6210022,81.58100128,80.0019989,78.09200287,75.71499634,76.91899872,78.07499695,79.16500092,80.1969986,81.01699829,81.84100342,80.66000366,79.41300201,78.10800171,76.74500275,75.3239975,75.22299957,75.13200378,75.16999817
St. Kitts and Nevis,KNA,Latin America & Caribbean,High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,East Asia & Pacific,High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,Middle East & North Africa,High income,47.00299835,46.98199844,46.89699936,46.87099838,47.66999817,48.31600189,48.97700119,49.97999954,47.26800156,47.7820015,48.81800079,49.29199982,49.78900146,49.06900024,50.09500122,50.38700104,50.60499954,50.50500107,50.18999863,49.23699951,49.49000168,49.71099854,50.02299881,50.29199982,51.45299911,51.90499878,52.23600006,52.73799896,52.75299835
Latin America & Caribbean (excluding high income),LAC,,,42.84999847,43.59500122,44.26900101,45.30799866,46.49300003,47.54299927,47.87900162,48.27500153,48.65599823,49.30699921,49.60200119,49.41199875,49.31700134,48.75799942,48.75400162,48.95199966,49.16899872,49.68399811,50.58499908,52.20399857,53.6230011,54.45000076,55.4070015,56.58100128,57.63899994,58.49599838,57.9679985,57.74599838,57.52600098
Lao PDR,LAO,East Asia & Pacific,Lower middle income,41.74235829,42.41890556,43.22400597,43.9990822,44.69115588,45.55518874,45.3967304,46.48267557,47.01446758,47.40018586,47.72652121,48.27759201,48.97137097,49.23032539,50.2788089,50.7117495,51.0373059,50.98672164,51.01334156,51.65253743,51.17296139,50.78108558,51.59610119,51.42704134,51.09114408,51.35033758,51.53004605,51.82330814,51.83346909
Lebanon,LBN,Middle East & North Africa,Upper middle income,79.95999908,79.9940033,80.00900269,80.01999664,79.97399902,79.94599915,79.79399872,79.63300323,79.45899963,79.26899719,79.06099701,78.84899902,78.6210022,78.37599945,78.1210022,77.86100006,77.64399719,77.42299652,77.20700073,77.00900269,76.83699799,76.79699707,76.77700043,76.76200104,76.74900055,76.72299957,76.68900299,76.65799713,76.7519989
Liberia,LBR,Sub-Saharan Africa,Low income,19,19.17900085,19.33200073,19.44099998,19.5340004,19.6590004,19.71199989,19.89500046,20.0340004,20.25300026,20.44599915,20.20899963,20.07600021,20.03100014,20.03499985,20.36499977,20.78499985,21.25099945,21.52099991,21.79400063,22.03100014,22.33300018,22.53800011,22.6760006,22.79899979,22.96699905,23.18600082,23.40299988,23.47999954
Libya,LBY,Middle East & North Africa,Upper middle income,51.79700089,51.82799911,51.9109993,52.04600143,52.15499878,52.12400055,52.24100113,52.44599915,52.5359993,52.65200043,52.88899994,52.85200119,52.87799835,52.91500092,53.02199936,53.09899902,53.15499878,53.23600006,53.31900024,53.41799927,53.56200027,53.6780014,53.80699921,53.96300125,54.13199997,54.31499863,54.47399902,54.65000153,54.64500046
St. Lucia,LCA,Latin America & Caribbean,Upper middle income,14.46700001,14.51900005,15.07600021,15.71700001,16.22599983,17.12599945,17.61499977,18.16699982,18.70100021,19.21500015,19.65099907,20.23200035,20.8010006,20.98900032,21.37999916,21.52300072,21.70800018,21.8579998,22.08399963,22.38899994,22.45999908,25.35000038,23.09799957,24.47599983,26.10000038,26.25499916,26.4659996,25.66200066,25.70999908
Latin America & Caribbean,LCN,,,47.60800171,47.77799988,48.42599869,49.08399963,49.71300125,50.28499985,50.84400177,51.34999847,51.82799911,52.30500031,52.80799866,53.36999893,54.00899887,55.14500046,56.55599976,57.16999817,58.0359993,58.28699875,58.66699982,58.36299896,58.07099915,58.60300064,58.77299881,59.02600098,59.14799881,59.49700165,59.67200089,60.01499939,60.20899963
Least developed countries: UN classification,LDC,,,41.42021426,42.09013737,42.89826799,43.66379612,44.3405896,45.19085079,45.07971733,46.14986322,46.6656945,47.05242816,47.3506261,47.86664462,48.52634467,48.82568093,49.86964764,50.33512362,50.67588549,50.67237281,50.78348759,51.39371488,50.95503221,50.63381773,51.42707333,51.28413636,50.98917933,51.23606708,51.42128629,51.71924685,51.73809416
Low income,LIC,,,56.45783764,56.41184881,56.34482862,56.32861876,56.33420953,56.47444561,56.56810932,56.6515877,56.76663972,56.87516918,56.86894812,56.95496126,56.94868918,56.93770066,56.92209215,56.97420215,56.83632506,56.73787804,56.64656839,56.57585551,56.51445079,56.3966085,56.30457282,56.30584949,56.34242942,56.50767684,56.62422623,57.22087837,57.2945296
Liechtenstein,LIE,Europe & Central Asia,High income,66.80286067,66.66947758,66.5266646,66.41657106,66.32017308,66.39068473,66.33225226,66.29745573,66.29315462,66.42729403,66.45981843,66.40869001,66.41126265,66.41509252,66.36091739,66.2761281,65.91823807,65.50206954,65.14566623,64.75309042,64.45262101,64.19214737,63.98877541,63.92714656,63.90351416,64.04292506,64.20969768,64.37218118,64.37604527
Sri Lanka,LKA,South Asia,Upper middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lower middle income,LMC,,,45.51499939,41.64699936,38.04999924,37.89199829,38.53099823,36.33000183,35.80899811,35.48600006,41.63000107,37.85400009,37.29000092,37.20399857,37.14199829,37.09000015,37.02700043,36.94300079,36.875,36.77999878,36.6609993,36.53499985,34.75899887,34.56700134,32.88899994,35.69100189,34.76300049,34.70299911,34.78499985,34.95299911,34.85900116
Low & middle income,LMY,,,37.55461724,37.7863713,38.03908832,38.15977208,38.33576505,38.19605653,38.17615397,38.17085659,38.19914328,38.25438495,38.2315148,38.15324249,37.99368942,38.14298298,38.2348722,38.31243545,37.71924903,37.57466596,37.03667283,36.61869662,36.21838648,35.60628845,35.05303048,35.20225407,35.33438946,35.40601743,35.47494799,35.66605941,35.62040596
Lesotho,LSO,Sub-Saharan Africa,Lower middle income,51.53820503,51.54141051,51.56508868,51.43071674,51.44529214,51.33632891,51.1652823,51.08615834,50.98540961,51.02872829,50.88068521,50.61676248,50.37683927,50.15697807,50.01359533,49.88866745,49.4260375,49.14855412,48.68406107,48.3593889,47.87825271,47.51226165,47.23367356,47.15409484,47.0279099,47.01317816,46.95714151,46.97742496,46.75938812
Late-demographic dividend,LTE,,,67.41400146,67.63899994,67.86100006,68.08100128,68.32099915,68.5739975,68.67900085,68.77600098,68.87200165,68.98100281,68.18900299,67.36000061,66.52799988,65.70300293,64.88899994,64.08899689,63.36000061,62.65800095,61.97999954,61.31800079,60.6590004,60.02000046,59.38800049,58.77399826,59.02399826,59.2879982,59.50999832,59.76599884,59.79199982
Lithuania,LTU,Europe & Central Asia,High income,65.60847855,65.53314322,65.48106641,65.29714437,65.10111053,64.9832116,64.68003968,64.50464366,64.32438217,64.43221979,64.31918633,63.8189479,63.38573211,62.85950183,62.41016135,62.05970896,61.584134,61.23657645,60.90661854,60.67158578,60.16124839,60.04671035,60.04789506,59.86796287,59.68118443,59.48908988,59.18946203,58.99815984,58.57293334
Luxembourg,LUX,Europe & Central Asia,High income,54.51699829,54.32500076,54.15800095,54.01100159,53.87099838,53.73500061,53.58399963,53.46699905,53.36000061,55.04399872,54.79399872,53.14799881,52.10699844,54.88000107,51.41600037,50.60300064,50.13299942,50.17599869,50.5379982,52.06299973,52.54800034,53.10699844,53.6269989,53.25600052,54.07799911,54.54499817,55.85900116,56.23799896,56.35499954
Latvia,LVA,Europe & Central Asia,High income,34.12099838,35.9280014,38.10699844,36.94499969,37.70700073,35.2820015,36.36600113,37.39300156,37.70899963,39.70700073,41.38299942,41.14300156,42.38100052,42.52500153,44.34500122,45.36700058,46.7140007,46.89099884,46.95500183,48.76800156,48.82500076,49.4109993,50.97100067,51.10900116,51.99200058,53.55899811,52.23899841,53.48300171,53.48199844
"Macao SAR, China",MAC,East Asia & Pacific,High income,53.43799973,53.17200089,52.9129982,52.71500015,52.43000031,52.16799927,51.95600128,52.92200089,51.4679985,49.71500015,48.86999893,49.81999969,51.05199814,50.55400085,50.43199921,50.43500137,52.01499939,52.91600037,54.83000183,54.36500168,53.85100174,53.01699829,54.22200012,53.92399979,53.45000076,54.25799942,55.27899933,55.56900024,55.4090004
St. Martin (French part),MAF,Latin America & Caribbean,High income,44.11199951,44.36600113,45.95399857,46.38700104,47.28900146,48.32899857,55.49000168,55.11199951,54.91500092,55.43099976,55.9129982,57.04499817,56.22100067,54.22700119,55.48199844,57.27799988,59.08300018,62.62200165,63.91999817,65.2440033,65.30599976,66.18299866,65.51000214,66.20999908,66.58999634,66.59700012,66.12200165,65.69100189,65.50700378
Morocco,MAR,Middle East & North Africa,Lower middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,MCO,Europe & Central Asia,High income,23.43300056,23.47999954,23.55800056,23.63999939,23.72699928,23.90800095,24.0340004,24.25699997,24.47800064,24.72100067,24.94000053,25.15600014,24.65200043,25.9810009,26.55599976,26.51499939,26.20800018,25.93700027,25.64999962,25.60499954,25.56800079,25.54000092,24.79599953,24.61000061,23.81900024,23.0359993,22.26799965,21.50900078,21.43099976
Moldova,MDA,Europe & Central Asia,Lower middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,MDG,Sub-Saharan Africa,Low income,45.85400009,46.20700073,47.60599899,47.59400177,49.98300171,49.9620018,50.25400162,49.9090004,50.31900024,50.47399902,50.17399979,49.57400131,48.91899872,48.43299866,47.9980011,46.25899887,44.49499893,42.75500107,41.01900101,39.26900101,38.58399963,39.17200089,38.01599884,38.49399948,38.25999832,41.25699997,39.97399902,39.27600098,38.86299896
Maldives,MDV,South Asia,Upper middle income,83.98500061,83.97599792,83.97299957,83.97399902,83.97799683,83.98699951,83.98799896,83.99700165,84.01300049,84.03500366,84.06099701,84.07700348,84.09400177,84.1190033,84.14199829,84.16200256,84.91899872,85.59600067,86.19000244,86.6989975,87.11799622,86.86199951,86.55400085,85.67700195,84.67199707,83.51699829,83.4980011,83.49099731,83.59400177
Middle East & North Africa,MEA,,,20.21299934,21.65200043,23.18499947,24.79999924,26.47500038,28.18600082,29.97400093,31.77899933,33.61000061,35.49599838,37.45700073,37.95000076,38.5,39.10400009,39.7519989,40.43500137,41.11800003,41.83599854,42.57799911,43.33200073,44.08300018,44.83599854,45.58200073,46.30699921,46.99599838,44.98899841,42.84700012,41.81999969,41.93099976
Mexico,MEX,Latin America & Caribbean,Upper middle income,17.33525653,17.34954784,17.25122804,17.39489206,17.713037,17.73400956,17.57885412,17.56690851,17.60689955,18.25830666,18.56412817,18.74924246,18.61564741,19.1039711,19.50002553,19.89825292,19.85995482,20.14353254,19.41566723,19.84262465,19.845991,19.78683197,19.83529576,19.96769633,19.79993977,19.91610516,20.39066965,20.29399903,20.27007555
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,33.50999832,34.00500107,34.8769989,35.85499954,36.37400055,37.61899948,37.54100037,39.59700012,39.34500122,38.52600098,38.88299942,38.18000031,38.92200089,38.45100021,40.65299988,41.31999969,42.50600052,42.9129982,42.77999878,43.3219986,43.16199875,43.48899841,44.54700089,44.54899979,43.54800034,43.89199829,43.95199966,43.6629982,43.7820015
Middle income,MIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
