ID,Age,Sex,LicYr,LicMth,ActCar,Kids5,Kids6,PreferCar,Carsmall_new5K,Reason,Cost,Reliable,Perform,Fuel,Safety,AC/PS,Park,Room,Doors,Prestige,Colour
87,20,female,2,0,small,no,no,small,small_new,reliability,important,very_important,important,very_important,very_important,little_importance,important,important,little_importance,little_importance,little_importance
88,18,female,0,7,medium,yes,yes,small,small_new,reliability,important,very_important,very_important,very_important,very_important,important,very_important,important,little_importance,important,important
89,46,female,26,0,medium,no,no,medium,small_new,safety,important,very_important,important,very_important,very_important,important,very_important,important,very_important,important,important
90,21,female,4,0,small,no,no,small,large_used,safety,very_important,very_important,important,very_important,very_important,important,important,important,important,important,very_important
91,20,male,2,0,medium,no,no,medium,large_used,cost,very_important,very_important,important,important,little_importance,not_important,not_important,little_importance,not_important,very_important,not_important
92,18,female,0,1,small,yes,no,small,small_new,reliability,important,very_important,important,important,very_important,little_importance,important,little_importance,little_importance,little_importance,important
93,18,male,2,0,large,no,yes,large,large_used,comfort,important,very_important,important,little_importance,important,important,little_importance,important,not_important,not_important,little_importance
94,19,female,2,0,small,no,yes,large,small_new,reliability,important,very_important,important,important,very_important,not_important,little_importance,little_importance,not_important,not_important,not_important
250,21,male,3,0,small,no,no,large,large_used,performance,very_important,very_important,very_important,important,important,very_important,important,important,not_important,important,important
251,22,male,3,6,small,no,no,small,small_new,performance,important,very_important,important,important,important,little_importance,little_importance,important,little_importance,little_importance,little_importance
252,20,male,1,6,medium,no,no,4,large_used,looks,little_importance,important,very_important,little_importance,important,little_importance,little_importance,important,very_important,little_importance,very_important
253,49,male,30,0,large,yes,no,4,small_new,comfort,important,very_important,very_important,important,very_important,very_important,not_important,very_important,not_important,not_important,not_important
283,22,male,4,0,medium,no,no,large,large_used,cost,very_important,very_important,little_importance,important,very_important,little_importance,important,little_importance,little_importance,little_importance,not_important
254,19,male,1,0,medium,no,yes,medium,small_new,comfort,important,very_important,important,very_important,very_important,important,important,very_important,little_importance,little_importance,little_importance
356,48,male,31,0,large,no,yes,large,large_used,cost,very_important,very_important,very_important,very_important,very_important,little_importance,little_importance,important,little_importance,not_important,important
357,19,female,1,0,large,no,no,medium,small_new,safety,important,very_important,important,important,very_important,important,very_important,important,little_importance,little_importance,little_importance
358,70,male,52,0,medium,no,no,medium,small_new,safety,important,very_important,very_important,very_important,very_important,important,important,important,very_important,little_importance,not_important
359,55,female,29,0,large,no,no,medium,large_used,safety,important,very_important,important,very_important,very_important,important,little_importance,very_important,important,important,important
361,37,male,20,0,medium,no,no,medium,large_used,comfort,little_importance,very_important,very_important,important,very_important,very_important,important,important,very_important,not_important,not_important
367,21,male,3,0,small,no,no,small,large_used,cost,little_importance,important,very_important,little_importance,important,not_important,not_important,not_important,not_important,important,not_important
362,23,male,5,0,medium,no,yes,medium,large_used,comfort,very_important,important,very_important,very_important,very_important,important,little_importance,very_important,important,little_importance,little_importance
383,24,female,7,0,small,no,no,medium,large_used,looks,important,very_important,very_important,very_important,very_important,very_important,very_important,very_important,very_important,very_important,important
380,62,male,25,0,small,no,no,small,small_new,safety,very_important,very_important,very_important,very_important,very_important,very_important,very_important,important,important,important,important
384,26,male,8,0,small,no,no,4,small_new,comfort,very_important,very_important,important,important,important,important,little_importance,important,very_important,little_importance,important
385,56,female,39,0,small,yes,no,medium,small_new,cost,important,very_important,important,important,very_important,very_important,important,important,important,little_importance,important
386,27,female,9,0,medium,no,no,medium,large_used,looks,important,very_important,very_important,important,very_important,important,little_importance,important,little_importance,important,important
387,27,male,10,0,small,no,no,medium,large_used,performance,important,very_important,very_important,important,very_important,very_important,important,important,little_importance,important,important
388,30,female,12,0,large,no,no,medium,small_new,looks,very_important,very_important,very_important,very_important,very_important,very_important,little_importance,very_important,very_important,very_important,very_important
389,66,female,40,0,medium,no,no,large,large_used,safety,very_important,very_important,very_important,very_important,very_important,very_important,very_important,very_important,very_important,very_important,very_important
390,48,female,21,0,large,no,no,medium,small_new,safety,important,very_important,little_importance,little_importance,very_important,important,not_important,important,important,little_importance,little_importance
391,21,female,3,0,large,no,no,medium,small_new,cost,very_important,very_important,little_importance,important,important,important,important,not_important,not_important,not_important,important
392,20,male,0,10,large,no,no,large,small_new,safety,very_important,very_important,very_important,very_important,very_important,very_important,very_important,very_important,very_important,very_important,very_important
393,30,male,12,6,small,no,no,large,large_used,looks,very_important,very_important,very_important,important,very_important,very_important,very_important,very_important,very_important,very_important,very_important
95,55,male,37,0,medium,no,no,medium,large_used,comfort,important,important,important,important,little_importance,important,important,important,little_importance,little_importance,little_importance
96,20,female,2,0,medium,no,no,medium,large_used,safety,important,very_important,little_importance,very_important,very_important,important,important,important,important,little_importance,little_importance
97,26,female,8,0,small,no,no,small,small_new,safety,very_important,very_important,important,important,very_important,important,important,important,little_importance,important,very_important
99,25,male,8,0,small,no,no,4,small_new,cost,very_important,very_important,little_importance,important,very_important,little_importance,important,important,little_importance,not_important,not_important
100,37,female,19,0,large,no,yes,large,large_used,performance,very_important,very_important,important,very_important,very_important,very_important,important,important,very_important,not_important,not_important
101,40,female,22,0,medium,no,yes,medium,large_used,cost,very_important,very_important,very_important,important,important,very_important,very_important,important,little_importance,not_important,not_important
102,22,male,4,0,large,no,no,large,large_used,cost,important,very_important,important,little_importance,very_important,not_important,little_importance,very_important,little_importance,little_importance,not_important
103,22,female,2,0,large,no,no,medium,large_used,safety,important,very_important,very_important,little_importance,very_important,little_importance,important,important,important,not_important,not_important
104,51,female,31,0,large,no,no,medium,large_used,looks,important,very_important,very_important,important,very_important,very_important,very_important,very_important,very_important,important,very_important
105,24,male,6,0,small,no,no,small,large_used,comfort,important,very_important,very_important,important,important,not_important,important,important,not_important,little_importance,little_importance
106,22,female,4,0,medium,no,no,medium,large_used,cost,important,very_important,important,very_important,very_important,very_important,little_importance,very_important,little_importance,not_important,not_important
107,23,female,5,0,small,yes,no,small,small_new,cost,very_important,important,important,important,very_important,very_important,very_important,important,not_important,little_importance,little_importance
108,18,male,0,1,medium,no,yes,small,small_new,cost,very_important,important,important,very_important,important,little_importance,important,little_importance,little_importance,not_important,not_important
109,26,female,8,0,large,no,no,medium,small_new,safety,important,very_important,very_important,important,very_important,important,important,important,important,little_importance,not_important
255,18,female,0,6,medium,no,no,small,small_new,comfort,very_important,very_important,very_important,very_important,very_important,very_important,important,little_importance,little_importance,little_importance,important
285,36,female,21,0,small,no,no,small,small_new,comfort,important,very_important,very_important,very_important,very_important,little_importance,very_important,important,very_important,not_important,important
256,24,female,6,0,medium,no,no,medium,large_used,reliability,important,very_important,important,very_important,very_important,important,important,important,important,little_importance,little_importance
257,26,male,10,0,small,no,no,medium,large_used,reliability,important,very_important,important,important,important,important,little_importance,important,little_importance,little_importance,little_importance
287,44,female,25,0,medium,no,no,medium,large_used,comfort,not_important,very_important,important,very_important,very_important,very_important,very_important,important,important,very_important,important
258,20,male,2,0,small,no,no,small,small_new,reliability,important,very_important,little_importance,little_importance,important,not_important,little_importance,little_importance,little_importance,little_importance,little_importance
262,65,male,47,0,medium,no,no,medium,large_used,reliability,important,very_important,important,very_important,very_important,important,important,important,little_importance,little_importance,important
294,20,male,2,0,small,no,yes,medium,large_used,reliability,very_important,very_important,little_importance,very_important,little_importance,not_important,not_important,very_important,very_important,not_important,not_important
263,65,female,26,0,large,yes,no,large,small_new,looks,very_important,very_important,very_important,very_important,very_important,very_important,very_important,very_important,very_important,important,important
295,20,male,3,0,large,no,no,small,small_new,reliability,very_important,important,important,very_important,important,little_importance,important,important,little_importance,not_important,little_importance
264,44,female,26,0,medium,no,yes,medium,large_used,safety,important,very_important,important,very_important,very_important,important,important,important,important,little_importance,little_importance
267,28,male,10,0,large,no,no,medium,large_used,safety,very_important,very_important,important,important,very_important,important,little_importance,little_importance,little_importance,not_important,little_importance
329,47,male,30,0,small,no,no,small,small_new,safety,important,very_important,very_important,important,very_important,important,very_important,important,little_importance,not_important,important
307,40,female,19,0,medium,no,yes,small,small_new,safety,very_important,very_important,important,very_important,very_important,very_important,very_important,important,not_important,not_important,not_important
331,25,male,9,0,small,no,no,medium,large_used,looks,very_important,very_important,very_important,very_important,not_important,very_important,little_importance,little_importance,important,very_important,important
332,18,male,0,6,medium,no,no,medium,large_used,reliability,very_important,very_important,important,important,little_importance,little_importance,little_importance,very_important,important,little_importance,important
308,42,female,24,0,large,no,no,medium,large_used,reliability,important,very_important,important,important,very_important,very_important,very_important,important,important,little_importance,important
309,24,male,7,0,medium,no,no,large,large_used,reliability,important,important,important,little_importance,important,not_important,not_important,important,not_important,little_importance,little_importance
333,52,male,35,0,large,no,yes,large,small_new,reliability,very_important,very_important,very_important,very_important,very_important,little_importance,very_important,very_important,important,not_important,not_important
311,36,female,17,0,large,no,yes,medium,small_new,safety,important,very_important,important,very_important,very_important,important,important,important,important,little_importance,little_importance
334,24,female,5,0,medium,no,no,large,large_used,comfort,important,very_important,very_important,important,very_important,important,very_important,important,little_importance,little_importance,little_importance
335,21,male,2,0,medium,no,no,medium,small_new,looks,very_important,important,important,very_important,little_importance,important,important,important,very_important,little_importance,little_importance
312,27,male,10,0,medium,no,yes,medium,large_used,safety,little_importance,very_important,very_important,important,very_important,important,little_importance,important,very_important,very_important,little_importance
337,50,male,33,0,large,no,no,4,small_new,reliability,important,very_important,little_importance,important,important,very_important,not_important,little_importance,not_important,not_important,not_important
315,19,male,1,0,small,no,no,4,large_used,cost,important,very_important,little_importance,important,important,not_important,little_importance,important,little_importance,little_importance,not_important
338,18,male,0,1,medium,no,yes,small,small_new,reliability,very_important,very_important,important,very_important,important,little_importance,very_important,important,important,not_important,little_importance
339,32,female,14,0,large,no,no,4,large_used,safety,very_important,very_important,important,very_important,very_important,important,very_important,very_important,little_importance,little_importance,not_important
316,22,female,3,0,small,no,no,small,small_new,reliability,very_important,very_important,very_important,very_important,important,little_importance,important,little_importance,important,little_importance,little_importance
340,38,female,20,0,large,no,yes,small,large_used,cost,important,very_important,important,important,important,important,very_important,very_important,important,not_important,not_important
341,40,male,23,0,large,no,no,large,large_used,reliability,important,very_important,very_important,very_important,very_important,very_important,important,very_important,very_important,important,not_important
317,24,male,2,0,medium,no,no,medium,large_used,cost,very_important,very_important,important,important,important,little_importance,little_importance,little_importance,important,not_important,not_important
318,23,female,5,0,medium,no,no,medium,small_new,reliability,important,very_important,very_important,very_important,important,little_importance,important,important,little_importance,little_importance,not_important
345,69,female,39,0,large,no,no,large,small_new,comfort,important,important,important,important,very_important,very_important,important,important,important,little_importance,important
323,39,male,7,0,small,no,yes,medium,small_new,comfort,very_important,very_important,very_important,important,very_important,important,little_importance,very_important,important,not_important,important
347,75,male,44,0,large,no,no,large,small_new,safety,very_important,very_important,very_important,important,very_important,very_important,little_importance,little_importance,important,important,important
324,19,male,0,3,large,yes,no,small,small_new,looks,very_important,very_important,very_important,very_important,important,little_importance,not_important,very_important,not_important,not_important,not_important
348,43,female,26,0,large,no,no,medium,large_used,performance,very_important,very_important,important,important,very_important,very_important,very_important,important,very_important,important,important
349,55,male,38,0,large,no,no,4,small_new,cost,important,very_important,important,important,very_important,important,important,important,important,little_importance,important
